objectid,inv_id,invlocid,inc_site,inv_typ,inv_stat,datclosed,contamin,loc_descr,ca_typ,remmeth,excav_dpth,excav_vol,merla,contingncy,oldlocid,contact_nm,contact_ph,co_code,coordtyp,X,Y
116,   PLK101012708,181101000592,MMCD,E,C,2009-09-28T00:00:00Z,U,Arden Hills,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.176407611,45.051343696000004
117,        CF-8199,14529,UNKNOWN,E,C,2004-10-19T00:00:00Z,F,Appleton Twp. DITCH,U,U,NA,0,N,N,0000014529,MDA Data Practices Records Mng,(651) 201-6698,151,MAP,-96.00159471799998,45.21036248600001
118,        CF-8230,14564,"PFEILSTICKER, PETER",E,C,2004-09-03T00:00:00Z,AA,Pepin Twp.,U,U,NA,0,N,N,0000014564,MDA Data Practices Records Mng,(651) 201-6698,157,MAP,-92.17120885699995,44.39006281000002
119,        CF-8313,14639,"WAGNER, STEVE",E,C,2004-04-05T00:00:00Z,AA,Marshan Twp.,U,U,NA,0,N,N,0000014639,MDA Data Practices Records Mng,(651) 201-6698,037,P3,-92.83432792399998,44.68872511300003
120,        CF-8326,14652,KOCH NITROGEN CO,E,C,2004-09-10T00:00:00Z,AA,Barnesville Twp.,U,U,NA,0,N,N,0000014652,MDA Data Practices Records Mng,(651) 201-6698,027,MAP,-96.445253826,46.703793613000016
121,        CF-8332,14785,PEOPLE SERVICE INC,E,C,2004-04-16T00:00:00Z,O,Walnut Grove City Well #2,U,U,NA,0,N,N,0000014785,MDA Data Practices Records Mng,(651) 201-6698,127,MAP,-95.472232077,44.22214871600005
122,        CF-8443,14783,J R SIMPLOT CO,E,C,2004-08-31T00:00:00Z,AA,Huntsville Twp.,U,U,NA,0,N,N,0000014783,MDA Data Practices Records Mng,(651) 201-6698,119,MAP,-96.95416877099996,47.90006667
123,        CF-8460,14811,PEOPLESERVICE INC,E,C,2004-08-25T00:00:00Z,P,Hinckley,U,U,NA,0,N,N,0000014811,MDA Data Practices Records Mng,(651) 201-6698,115,MAP,-92.937974387,46.01358729200001
124,        CF-8482,14826,SPRING GREEN LAWN CARE,E,C,2004-04-26T00:00:00Z,PF,Burnesville,U,U,NA,0,N,N,0000014826,MDA Data Practices Records Mng,(651) 201-6698,037,MAP,-93.25910203699999,44.789810809000016
125,        CF-8498,14889,MEADOWLAND FARMERS COOP,E,C,2004-05-07T00:00:00Z,AA,Palmyra Twp.,U,U,NA,0,N,N,0000014889,MDA Data Practices Records Mng,(651) 201-6698,129,P2,-94.76981734999998,44.675112324000054
126,        CF-8503,14846,WESTERN COOP TRANSPORT,E,C,2003-10-28T00:00:00Z,AA,Hassan Twp.,U,U,NA,0,N,N,0000014846,MDA Data Practices Records Mng,(651) 201-6698,085,G5,-94.34337295399996,44.868457949
127,        CF-8507,14944,SAINT JOHNS UNIVERSITY,E,C,2004-04-16T00:00:00Z,P,Collegeville Twp. Next to Powerhouse,U,U,NA,0,N,N,0000014944,MDA Data Practices Records Mng,(651) 201-6698,145,G5,-94.39653038399996,45.57972576200001
128,        CF-8516,14858,PAYNESVILLE FARMERS UNION COOP OIL,E,C,2005-01-07T00:00:00Z,AA,Paynesville,U,U,NA,0,N,N,0000014858,MDA Data Practices Records Mng,(651) 201-6698,145,MAP,-94.705974782,45.380909590000044
129,   PLK101088777,181101013798,"MEHMEN, STANLEY",E,C,2019-04-09T00:00:00Z,F,Geneva Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.218849304,43.78737740300005
130,        CF-8571,15031,"LIESER, BILL",E,C,2004-07-29T00:00:00Z,AA,Roseville Twp.,U,U,NA,0,N,N,0000015031,MDA Data Practices Records Mng,(651) 201-6698,067,MAP,-94.775620312,45.342303095000034
131,        CF-8657,15002,"DEARING, JOHN",E,C,2004-06-16T00:00:00Z,F,Corinna Twp.,EX,LA,1,36,N,N,0000015002,MDA Data Practices Records Mng,(651) 201-6698,171,MAP,-94.052064411,45.288505622
132,        CF-8738,15083,CRYSTAL VALLEY COOP,E,C,2004-04-12T00:00:00Z,AA,Saint Mary Twp. AA NURSE TANK STG,U,U,NA,0,N,N,0000015083,MDA Data Practices Records Mng,(651) 201-6698,161,MAP,-93.61546677199999,44.101901078000026
133,        CF-8777,15129,CRYSTAL VALLEY COOP,E,C,2004-05-24T00:00:00Z,AA,Lake Crystal,U,U,NA,0,N,N,0000015129,MDA Data Practices Records Mng,(651) 201-6698,013,MAP,-94.22776775599999,44.10600971400004
134,        CF-8778,15130,CENEX HARVEST STATES COOPS,E,C,2004-04-12T00:00:00Z,AA,Carlisle Twp.,U,U,NA,0,N,N,0000015130,MDA Data Practices Records Mng,(651) 201-6698,111,MAP,-96.203295449,46.28761946000003
135,   PLK101017546,181101000673,AGRONOMY CENTER LLC,E,C,2010-08-11T00:00:00Z,U,Fulda,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,101,PHOTO,-95.59795134299998,43.86878436500001
136,   EJK101047720,181101001873,SOLBERG,E,C,2012-04-04T00:00:00Z,U,Boxville Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,089,PHOTO,-96.85479198600001,48.18180900300001
137,   PLK101019668,181101000696,CHS,E,C,2009-12-02T00:00:00Z,U,Tracy,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,083,PHOTO,-95.62517123699996,44.23378830300004
138,   JDS101115494,474101017504,DON HERRLICH,E,C,NA,AA,Kenyon Twp., , ,NA,NA,N,N,NA,Jared Schmaedeke,(651) 201-6387,049,PHOTO,-92.99873031099997,44.22306018900002
139,   PLK101019709,181101000697,CENTRA SOTA,E,C,2010-06-03T00:00:00Z,U,Woodland Twp,U,U,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,171,PHOTO,-93.98195059,44.991894941000055
140,        CF-7353,15166,MINNEAPOLIS COMMUNITY GARDENS,E,C,2008-03-25T00:00:00Z,P,Minneapolis GARDEN 9,U,U,NA,0,N,N,0000015166,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.25359937299999,44.95121112100003
141,       FY88R151,3747,TRUMAN FARMERS ELEVATOR,C,C,1989-02-02T00:00:00Z,U,Center Creek Twp.,U,U,NA,0,N,N,0000003747,MDA Data Practices Records Mng,(651) 201-6698,091,MAP,-94.33664024799998,43.69994230100002
142,   PLK101070964,181101010426,BOLTON,E,C,2017-11-14T00:00:00Z,P,Hubbard Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,057,PHOTO,-94.98767729899998,46.892544661000045
143,   PLK101085823,181101013161,FARMERS COOP ASSOCIATION,E,C,2018-12-20T00:00:00Z,P,Winnebago, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-94.15583629499997,43.762542069000006
144,       FY89I026,3932,CITY OF LEWISTON,C,C,2000-01-12T00:00:00Z,P,Utica Twp.,U,U,NA,0,N,N,0000003932,MDA Data Practices Records Mng,(651) 201-6698,169,MAP,-91.85412176899996,43.98314511800004
145,        CF-8783,15135,PRINSBURG FARMERS COOP,E,C,2004-04-16T00:00:00Z,P,Holland Twp. TURKEY BROODER BARN,U,U,NA,NA,N,N,0000015135,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.147112015,44.942536139000026
146,       CF-10282,16697,CHARLES LANDIN,E,C,2007-04-19T00:00:00Z,P,Sherburn 202 PARK STREET,EX,LD,1,75,N,N,0000016697,MDA Data Practices Records Mng,(651) 201-6698,091,PHOTO,-94.72327928099998,43.655317901000046
147,        CF-8868,15265,MADAY FARMS,E,C,2004-08-30T00:00:00Z,F,Pleasant Prairie Twp. Liq. Fertilizer Tank,EX,LA,5.5,350,N,N,0000015265,MDA Data Practices Records Mng,(651) 201-6698,091,PHOTO,-94.35489171799998,43.653589064000016
148,        CF-8912,15274,"HOEFF, JOHN",E,C,2004-05-28T00:00:00Z,AA,Wheatland Twp.,NC,N,NA,NA,N,N,0000015274,MDA Data Practices Records Mng,(651) 201-6698,131,PHOTO,-93.42887739999998,44.530361035000055
149,        CF-8927,15280,ROTHSAY ELEVATOR,E,C,2004-05-28T00:00:00Z,AA,Barnesville Twp.,NC,N,NA,NA,N,N,0000015280,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.43076986699998,46.678985243
150,        CF-8926,15281,"ROBERTSON, JOSEPH",E,C,2004-05-28T00:00:00Z,AA,Hawley Twp.,NC,N,NA,NA,N,N,0000015281,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.34500097699998,46.87666633700002
151,        CF-8969,15322,TRUGREEN/CHEMLAWN,E,C,2004-05-28T00:00:00Z,PF,Saint Paul,P,O,NA,NA,N,N,0000015322,MDA Data Practices Records Mng,(651) 201-6698,123,PHOTO,-93.16317759999998,44.92223295300005
152,        CF-8971,15324,UNKNOWN,E,C,2004-05-28T00:00:00Z,P,Worthington Westbound lane  Oxford Ave,EX,U,NA,NA,N,N,0000015324,MDA Data Practices Records Mng,(651) 201-6698,105,PHOTO,-95.586051768,43.631217246000006
153,        CF-8973,15327,TRUGREEN/CHEMLAWN,E,C,2004-08-10T00:00:00Z,PF,Minnetrista,U,U,NA,NA,N,N,0000015327,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.71039018799996,44.94045218900004
154,        CF-8974,15328,TRUGREEN/CHEMLAWN,E,C,2004-06-08T00:00:00Z,PF,Minnetonka,P,U,NA,NA,N,N,0000015328,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.495440342,44.909655235
155,        CF-8981,15334,FARMERS COOP ELEVATOR,E,C,2004-06-08T00:00:00Z,F,Peterson,U,U,NA,NA,N,N,0000015334,MDA Data Practices Records Mng,(651) 201-6698,045,PHOTO,-91.835128145,43.78360283300003
156,        CF-8901,15350,CHOKIO EQUITY EXCHANGE,E,C,2004-06-07T00:00:00Z,F,Eldorado Twp. SW DITCH,P,LA,NA,NA,N,N,0000015350,MDA Data Practices Records Mng,(651) 201-6698,149,PHOTO,-96.17177207399999,45.70168827600003
157,        CF-8964,15352,OLSON & SONS,E,C,2005-07-28T00:00:00Z,F,Eastern Twp. DITCH,NC,N,0,0,N,N,0000015352,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.25083916699998,46.119183677000024
158,   PLK101070419,181101010369,UNKNOWN,E,C,2016-06-01T00:00:00Z,F,Roseville Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-94.82461057799998,45.33182394000005
159,        CF-8997,15364,CENEX HARVEST STATES COOPS,E,C,2004-06-21T00:00:00Z,F,Park Rapids E END BL FERT DIKE,EX,LA,1,1.5,N,N,0000015364,MDA Data Practices Records Mng,(651) 201-6698,057,PHOTO,-95.05639570199997,46.913922162000006
160,        CF-9017,15367,"SALENTINY, STEVE",E,C,2006-12-05T00:00:00Z,P,Belfast Twp. on driveway next to shed,EX,U,0.5,3,N,N,0000015367,MDA Data Practices Records Mng,(651) 201-6698,101,PHOTO,-95.48158145599996,43.86029182000004
161,   PLK101078714,181101011690,MNDOT,E,C,2017-08-16T00:00:00Z,P,Willmar Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.00205461799999,45.131805102000044
162,        CF-8949,15302,AGRILIANCE,E,C,2004-12-21T00:00:00Z,PF,Martinsburg Twp. EDGE OF FIELD,EX,LA,0.5,5,N,N,0000015302,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-94.701052285,44.71065679900005
163,        CF-9018,15371,TRUGREEN/CHEMLAWN,E,C,2004-06-08T00:00:00Z,PF,Mendota Heights STREET,EX,U,NA,NA,N,N,0000015371,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.128513854,44.87274772400002
164,        CF-8982,15372,FEDERATED COOPS,E,C,2004-06-08T00:00:00Z,P,Otsego INTERSECTION,EX,LA,NA,NA,N,N,0000015372,MDA Data Practices Records Mng,(651) 201-6698,171,PHOTO,-93.554522878,45.25237116000005
165,   PLK101070218,181101010438,MEADOWLAND FARMERS COOP,E,C,2016-11-23T00:00:00Z,P,Selma Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,033,PHOTO,-94.874118431,44.03559694200004
166,        CF-9027,15383,DAHL BROTHERS,E,C,2004-06-30T00:00:00Z,F,Knute Twp. fill site ,U,U,NA,NA,N,N,0000015383,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-95.98813196599997,47.629328834000034
167,        CF-9053,15412,TRUGREEN/CHEMLAWN,E,C,2004-06-21T00:00:00Z,PF,Coon Rapids,U,U,NA,NA,N,N,0000015412,MDA Data Practices Records Mng,(651) 201-6698,003,PHOTO,-93.308121126,45.17665573700003
168,        CF-9032,15413,LPR SABOURIN TRANSPORT,E,C,2004-08-10T00:00:00Z,F,Greenvale Twp. in road ditch,EX,LA,0,0,N,N,0000015413,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.18648785599999,44.54375506600002
169,        CF-8933,15287,RIDGEWOOD GOLF & COUNTRY CLUB,E,C,2004-10-19T00:00:00Z,PF,Wabedo Twp. MAINTENANCE BLDG,U,U,NA,NA,N,N,0000015287,MDA Data Practices Records Mng,(651) 201-6698,021,PHOTO,-94.16492729199996,46.97441427800004
170,        CF-9111,15478,MOLITOR BROTHERS,E,C,2004-12-21T00:00:00Z,F,Douglas Twp. W SIDE OF CO HWY 20,EX,U,NA,NA,N,N,0000015478,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.87244303699998,44.57478852700001
171,        CF-9149,15481,GREENSWARD LAWN SPRAYING,E,C,2004-09-10T00:00:00Z,P,Moorhead,U,U,NA,NA,N,N,0000015481,MDA Data Practices Records Mng,(651) 201-6698,027,PHOTO,-96.71313892999996,46.832966604000035
172,        CF-9150,15482,MN DEPT OF NATURAL RESOURCES,E,C,2004-08-10T00:00:00Z,P,Ash Lake Twp.,NC,N,NA,NA,N,N,0000015482,MDA Data Practices Records Mng,(651) 201-6698,081,PHOTO,-96.20744204699997,44.404018963000055
173,        CF-9099,15483,LUX URY AVIATION,E,C,2004-08-10T00:00:00Z,P,Hutchinson SLOUGH,U,U,NA,NA,N,N,0000015483,MDA Data Practices Records Mng,(651) 201-6698,085,G5,-94.37765076599999,44.86318431300003
174,        CF-9106,15484,CROP PRODUCTION SERVICES,E,C,2006-02-23T00:00:00Z,P,Brooten RR TRACKS,EX,U,NA,NA,N,N,0000015484,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-95.11793018699996,45.49899910300002
175,        CF-9152,15488,BRIDGEWOOD APARTMENTS,E,C,2004-10-06T00:00:00Z,P,Inver Grove Heights STAIRWELL,U,U,NA,NA,N,N,0000015488,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.042999732,44.855491872000016
176,        CF-9147,15490,"KOHLER, TERRY",E,C,2004-08-13T00:00:00Z,P,Audubon Twp. RR CROSSING,U,U,NA,NA,N,N,0000015490,MDA Data Practices Records Mng,(651) 201-6698,005,PHOTO,-96.027625532,46.87244984200004
177,        CF-9044,15537,LEAF RIVER AG,E,C,2005-04-19T00:00:00Z,AA,Deer Creek Twp. SOUTH DITCH,NC,N,0,0,N,N,0000015537,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.289377871,46.426978797000004
178,        CF-9154,15489,RUSTYS RAMPAGE,E,C,2004-08-13T00:00:00Z,P,Leslie Twp.,EX,LA,0.2,NA,N,N,0000015489,MDA Data Practices Records Mng,(651) 201-6698,153,PHOTO,-95.10177724599998,45.95668328000005
179,        CF-9251,15582,"MICKELSON, LEROY",E,C,2004-08-13T00:00:00Z,P,Morris,EX,LA,0,NA,N,N,0000015582,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-95.89793784199998,45.57030769900001
180,        CF-9172,15583,OLEEN AG AIR,E,C,2004-09-23T00:00:00Z,P,Palmer Twp.,NC,N,NA,NA,N,N,0000015583,MDA Data Practices Records Mng,(651) 201-6698,141,PHOTO,-93.99422137299996,45.473441853000054
181,        CF-9252,15584,WATONWAN FARM SERVICE,E,C,2004-08-13T00:00:00Z,P,Prescott Twp. FIELD APPROACH,EX,LA,0.60000002,0.5,N,N,0000015584,MDA Data Practices Records Mng,(651) 201-6698,043,PHOTO,-94.10818027599998,43.74525147500003
182,        CF-9283,15625,METROPOLITAN MOSQUITO CONTROL DIST,E,C,2004-08-31T00:00:00Z,P,Plymouth PARKING LOT,U,U,NA,NA,N,N,0000015625,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.45733722599999,44.98327434700002
183,        CF-9284,15626,XCEL ENERGY,E,C,2004-08-31T00:00:00Z,P,Room inside the bldng.,P,U,0,0,N,N,0000015626,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-93.98983268499995,44.177453111000034
184,        CF-9120,15631,"HUGHES, DAN",E,C,2005-07-28T00:00:00Z,P,Mankato,U,U,0.60000002,NA,N,N,0000015631,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-95.80942483999996,45.34421533600005
185,        CF-9296,15652,GRASSROOTS LAWN CARE LLC,E,C,2004-12-21T00:00:00Z,PF,Rochester,U,U,NA,NA,N,N,0000015652,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.53263667199997,44.040751005000004
186,        CF-9304,15728,MEADOWLAND FARMERS COOP,E,C,2005-01-07T00:00:00Z,AA,Wabasso,NC,N,0,0,N,N,0000015728,MDA Data Practices Records Mng,(651) 201-6698,111,PHOTO,-95.255611198,44.397901698000055
187,        CF-9377,15727,BLOMKEST FERTILIZER INC,E,C,2005-01-10T00:00:00Z,AA,Roseland Twp. NW CORNER OF INt,NC,N,0,0,N,N,0000015727,MDA Data Practices Records Mng,(651) 201-6698,067,PHOTO,-95.02426743699999,44.906762016000016
188,        CF-9379,15738,LYON CNTY FARM SERVICE,E,C,2005-01-10T00:00:00Z,AA,Swede Prairie Twp.,NC,N,0,0,N,N,0000015738,MDA Data Practices Records Mng,(651) 201-6698,173,PHOTO,-95.958776838,44.630959872000005
189,        CF-9306,15730,KLAPHAKE FERTILIZER INC,E,C,2005-01-07T00:00:00Z,AA,Langola Twp. Tank farm at info of CR40 & 73,NC,N,0,0,N,N,0000015730,MDA Data Practices Records Mng,(651) 201-6698,009,PHOTO,-94.26066963699998,45.79319733800003
190,        CF-9352,15734,"LINNETT, RUSS",E,C,2004-12-01T00:00:00Z,P,Red Rock Twp. W OF SHED ON N END OF PROPERTY,NC,N,0,0,N,N,0000015734,MDA Data Practices Records Mng,(651) 201-6698,099,PHOTO,-92.83096995299996,43.69327942700005
191,        CF-9329,15732,FARMERS UNION COOP OIL ASSN,E,C,2005-09-29T00:00:00Z,AA,Marshan Twp. NURSE TANK STORAGE AREA,NC,N,0,0,N,N,0000015732,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79314066899997,44.68681850300004
192,        CF-9378,15737,UNITED FARMERS COOP,E,C,2005-01-10T00:00:00Z,AA,Lake Prairie Twp.,NC,N,0,0,N,N,0000015737,MDA Data Practices Records Mng,(651) 201-6698,103,PHOTO,-94.11375640299997,44.411775402000046
193,        CF-9411,15771,CENTRAL COOP,E,C,2005-01-10T00:00:00Z,P,Aurora Twp.,P,LA,0,0,N,N,0000015771,MDA Data Practices Records Mng,(651) 201-6698,147,PHOTO,-93.08378007900001,43.942743568000026
194,        CF-9375,15736,JACOBSON TRANSPORT INC,E,C,2005-01-10T00:00:00Z,AA,Glencoe Twp.,P,N,0,0,N,N,0000015736,MDA Data Practices Records Mng,(651) 201-6698,085,PHOTO,-94.21089223399997,44.739741038000034
195,        CF-9386,15739,TRUGREEN/CHEMLAWN,E,C,2005-01-10T00:00:00Z,PF,Mankato STREET,NA,N,0,0,N,N,0000015739,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-93.998412228,44.133283498000026
196,        CF-9387,15740,MELROSE FERTILIZER,E,C,2005-01-10T00:00:00Z,P,Melrose STREET,U,U,NA,NA,N,N,0000015740,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.812998919,45.674793088
197,   PLK101086603,181101013361,KNIGHTS INN,E,C,2019-04-22T00:00:00Z,SP,Litchfield, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,093,PHOTO,-94.50595843499997,45.12178049800002
198,        CF-9414,15773,FARMERS UNION CCOP OIL ASSN,E,C,2005-05-11T00:00:00Z,AA,Marshan Twp.,U,U,NA,NA,N,N,0000015773,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.79308241199999,44.68686695100001
199,        CF-9443,15795,DMZ TRUCKING INC,E,C,2005-01-10T00:00:00Z,F,Becker Twp. EAST DITCH,EX,LA,0.5,5,N,N,0000015795,MDA Data Practices Records Mng,(651) 201-6698,141,PHOTO,-93.81955480099998,45.36142444400002
200,        CF-9391,15797,"QUENEMOEN, RICHARD",E,C,2005-01-10T00:00:00Z,P,Ten Mile Lake Twp.,EX,LD,NA,NA,N,N,0000015797,MDA Data Practices Records Mng,(651) 201-6698,073,PHOTO,-95.85303687699997,44.882273741000006
201,   CDP103000383,181101011230,ROE FARMS,E,C,2018-03-02T00:00:00Z,F,Lodi Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,099,PHOTO,-92.59984021700001,43.515298040000005
202,        CF-9428,15801,SKYWAY AGRI SERVICE,E,C,2005-03-17T00:00:00Z,F,Hawk Creek Twp.,P,N,0,0,N,N,0000015801,MDA Data Practices Records Mng,(651) 201-6698,129,PHOTO,-95.42119367499998,44.799641689000055
203,        CF-9423,15800,FARMERS UNION COOP OIL,E,C,2005-07-20T00:00:00Z,AA,Warsaw Twp. SOUTH DITCH,NC,N,0,0,N,N,0000015800,MDA Data Practices Records Mng,(651) 201-6698,049,PHOTO,-93.000898565,44.449620355000036
204,   PLK101080308,181101012106,CF INDUSTRIES,E,C,2018-02-20T00:00:00Z,AA,Glenwood Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,121,PHOTO,-95.33677475100001,45.622764163
205,        CF-9438,15974,HARVEST LAND COOP,E,C,2005-03-17T00:00:00Z,F,Burnstown Twp. In Dike,P,N,0,0,N,N,0000015974,MDA Data Practices Records Mng,(651) 201-6698,015,PHOTO,-94.91409439099999,44.25851586700003
206,       FY82I067,3247,NA CHURS,E,C,1982-03-19T00:00:00Z,F,Hayfield,U,U,NA,NA,N,N,0000003247,MDA Data Practices Records Mng,(651) 201-6698,039,PHOTO,-92.84927111100001,43.89167714900003
207,        CF-9453,15990,FARMERS UNION COOP OIL ASSN,E,C,2005-03-17T00:00:00Z,AA,Randolph,U,U,NA,NA,N,N,0000015990,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-93.016389431,44.53024047600002
208,        CF-9459,15991,GREENWAY COOP SERVICE CO INC,E,C,2005-05-25T00:00:00Z,AA,Byron,U,U,NA,NA,N,N,0000015991,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.66778829699996,44.03006980500004
209,        CF-9597,16003,FARMERS UNION COOP OIL,E,C,2005-03-17T00:00:00Z,AA,Hampton Twp.,NC,N,0,0,N,N,0000016003,MDA Data Practices Records Mng,(651) 201-6698,037,PHOTO,-92.996248003,44.58613739900005
210,        CF-9600,16006,CENEX HARVEST STATES,E,C,2005-03-17T00:00:00Z,AA,Elbow Lake Twp.,NC,N,0,0,N,N,0000016006,MDA Data Practices Records Mng,(651) 201-6698,051,PHOTO,-96.10149940599996,46.00765230100001
211,   PLK101070723,181101010407,HABEDANK,E,C,2018-11-27T00:00:00Z,P,Green Meadow Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,107,PHOTO,-96.32283736400001,47.32762714300003
212,   PLK101078719,181101011693,"ENRIGHT, BRYAN",E,C,2017-08-16T00:00:00Z,P,Nesbit Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,119,PHOTO,-96.78361799999999,47.93117057500001
213,        CF-9901,16028,"CARGILL, INC.",E,C,2005-05-25T00:00:00Z,P,Crate Twp.,P,N,0,0,N,N,0000016028,MDA Data Practices Records Mng,(651) 201-6698,023,PHOTO,-95.47638506799996,44.98527933600002
214,   PLK101090760,181101013843,KOCH NITROGEN,E,C,2019-06-10T00:00:00Z,AA,Vernon Center Twp., , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,013,PHOTO,-94.174677965,44.013757406000025
215,        CF-9970,16072,BRANESS PEST CONTROL,E,C,2005-05-25T00:00:00Z,P,Wheaton,NC,U,0,0,N,N,0000016072,MDA Data Practices Records Mng,(651) 201-6698,155,PHOTO,-96.490909536,45.80733902500003
216,        CF-9987,16098,PROFESSIONALS MOSQUITO CONTROL,E,C,2005-05-25T00:00:00Z,P,Paynesville Twp.,EX,LD,0,0,N,N,0000016098,MDA Data Practices Records Mng,(651) 201-6698,145,PHOTO,-94.65593970199996,45.40073766900002
217,        CF-9978,16079,"WEST CENTRAL, INC.",E,C,2005-05-25T00:00:00Z,F,Appleton,NC,N,0,0,N,N,0000016079,MDA Data Practices Records Mng,(651) 201-6698,151,PHOTO,-96.020728427,45.210141409000016
218,        CF-9983,16086,PROGRESS AG CENTER,E,C,2005-05-25T00:00:00Z,AA,Eyota,NC,N,0,0,N,N,0000016086,MDA Data Practices Records Mng,(651) 201-6698,109,PHOTO,-92.22841892499997,43.98887955700002
219,        CF-9984,16087,HAYWARD COOP,E,C,2005-05-25T00:00:00Z,AA,Hayward,NC,N,0,0,N,N,0000016087,MDA Data Practices Records Mng,(651) 201-6698,047,PHOTO,-93.244118877,43.65144821300004
220,       CF-10053,16211,FARMERS COOP ELEVATOR,E,C,2005-05-25T00:00:00Z,P,Spring Grove,P,LA,0,0,N,N,0000016211,MDA Data Practices Records Mng,(651) 201-6698,055,PHOTO,-91.63909816500001,43.56291079800002
221,       CF-10005,16121,LEN BUSCH ROSES,E,C,2005-05-25T00:00:00Z,P,Plymouth,P,N,0,0,N,N,0000016121,MDA Data Practices Records Mng,(651) 201-6698,053,PHOTO,-93.509332981,45.02994089200001
222,        CF-9976,16074,UNIVERSITY OF MINNESOTA,E,C,2005-07-20T00:00:00Z,F,East Bethel,EX,LD,NA,NA,N,N,0000016074,MDA Data Practices Records Mng,(651) 201-6698,003,PHOTO,-93.18426466199998,45.40627866800003
223,   PLK101070374,181101010346,CENTRAL FARM SERVICE,E,C,2016-06-02T00:00:00Z,PF,Webster Twp, , ,NA,NA,N,N,NA,MDA Data Practices Records Mng,(651) 201-6698,131,PHOTO,-93.34831000099996,44.46516123500004
